,,municipality,commune,pic_1,panoramaid1,pic_2_1,panoramaid2,pic_2_2,panoramaid3,pic_2_3,panoramaid4,pic_2_4,panoramaid5,pic_2_5,pic_2_2_detections,pic_1_detections,pic_2_1_detections,pic_2_3_detections,pic_2_4_detections,pic_2_5_detections
uuid:ed693705-365c-46a4-95eb-915f0474bb6e,Feb 11,Viana,Viana Sede,1549896965076.jpg,Left,1549896982663.jpg,Left-front,1549896991893.jpg,Front,1549897001768.jpg,Front-right,1549897014288.jpg,Right,1549897024849.jpg,"[{'name': 'person', 'percentage_probability': 73.21559190750122, 'box_points': [583, 216, 629, 307]}, {'name': 'person', 'percentage_probability': 85.27529835700989, 'box_points': [489, 167, 532, 305]}, {'name': 'person', 'percentage_probability': 74.47243332862854, 'box_points': [501, 172, 554, 320]}, {'name': 'person', 'percentage_probability': 84.37285423278809, 'box_points': [514, 177, 583, 335]}]",[],"[{'name': 'person', 'percentage_probability': 85.56497097015381, 'box_points': [287, 34, 371, 216]}, {'name': 'person', 'percentage_probability': 92.6539421081543, 'box_points': [417, 39, 468, 197]}]",[],"[{'name': 'person', 'percentage_probability': 51.620012521743774, 'box_points': [208, 47, 229, 84]}]",[]
uuid:ed87515a-f860-487d-b879-5527fcac632f,Feb 25,Cazenga,Tala Hadi,1551100982325.jpg,Left,1551100995506.jpg,Left-front,1551101010370.jpg,Front,1551101040700.jpg,Front-right,1551101053313.jpg,Right,1551101065766.jpg,[],[],[],[],[],[]
uuid:edaa6fd8-dcfa-44ea-97be-71abc19d4f79,Feb 9,Viana,Viana Sede,1549711907007.jpg,Left,1549711918687.jpg,Left-front,1549711935330.jpg,Front,1549711947516.jpg,Front-right,1549711955355.jpg,Right,1549711964620.jpg,[],[],[],[],[],[]
uuid:edbafa71-5722-4964-a90e-808721d98915,Feb 8,Cacuaco,Kikolo,1549639833607.jpg,Left,1549639845548.jpg,Left-front,1549639855622.jpg,Front,1549639863014.jpg,Front-right,1549639872080.jpg,Right,1549639881286.jpg,[],[],"[{'name': 'person', 'percentage_probability': 74.453866481781, 'box_points': [226, 96, 248, 143]}]",[],[],"[{'name': 'person', 'percentage_probability': 92.36974120140076, 'box_points': [407, 180, 433, 254]}]"
uuid:edc1a0ba-f560-42d1-8417-8d7dc27d2e9b,Feb 5,Viana,Viana Sede,1549364129688.jpg,Left,1549364144661.jpg,Left-front,1549364157814.jpg,Front,1549364174538.jpg,Front-right,1549364224841.jpg,Right,1549364235038.jpg,[],[],[],"[{'name': 'motorcycle', 'percentage_probability': 97.96225428581238, 'box_points': [213, 232, 294, 337]}]","[{'name': 'motorcycle', 'percentage_probability': 93.99513602256775, 'box_points': [0, 274, 50, 354]}]",[]
uuid:edd3a5b8-3de5-4c79-963b-d4ba76b945df,Feb 15,Viana,Viana Sede,1550227450518.jpg,Left,1550227463508.jpg,Left-front,1550227473792.jpg,Front,1550227486651.jpg,Front-right,1550227498245.jpg,Right,1550227509713.jpg,[],[],[],[],[],[]
uuid:ee05602c-6e18-479a-9dce-4168e3c06a41,Feb 11,Viana,Viana Sede,1549900414844.jpg,Left,1549900424473.jpg,Left-front,1549900431319.jpg,Front,1549900438588.jpg,Front-right,1549900446075.jpg,Right,1549900452739.jpg,[],[],"[{'name': 'person', 'percentage_probability': 95.15161514282227, 'box_points': [185, 118, 205, 173]}, {'name': 'person', 'percentage_probability': 93.48955154418945, 'box_points': [327, 127, 350, 192]}]",[],[],"[{'name': 'car', 'percentage_probability': 56.39849901199341, 'box_points': [449, 133, 470, 154]}]"
uuid:ee0fd2ec-e7fb-4173-bf45-713f08c41445,Feb 16,Viana,Viana Sede,1550319612648.jpg,Left,1550319620229.jpg,Left-front,1550319626968.jpg,Front,1550319633772.jpg,Front-right,1550319642823.jpg,Right,1550319649813.jpg,"[{'name': 'car', 'percentage_probability': 94.99320387840271, 'box_points': [443, 76, 637, 334]}]",[],[],"[{'name': 'bottle', 'percentage_probability': 92.37598776817322, 'box_points': [454, 217, 474, 278]}, {'name': 'car', 'percentage_probability': 96.23168706893921, 'box_points': [271, 0, 565, 115]}, {'name': 'car', 'percentage_probability': 83.20426940917969, 'box_points': [-2, -1, 135, 246]}]","[{'name': 'potted plant', 'percentage_probability': 70.04678845405579, 'box_points': [170, 77, 313, 348]}, {'name': 'truck', 'percentage_probability': 89.64419364929199, 'box_points': [163, 26, 558, 228]}]","[{'name': 'vase', 'percentage_probability': 66.28973484039307, 'box_points': [480, 197, 570, 318]}, {'name': 'car', 'percentage_probability': 76.74976587295532, 'box_points': [-2, 114, 126, 263]}, {'name': 'potted plant', 'percentage_probability': 58.989596366882324, 'box_points': [411, 113, 526, 257]}, {'name': 'potted plant', 'percentage_probability': 55.816835165023804, 'box_points': [480, 153, 586, 311]}, {'name': 'potted plant', 'percentage_probability': 63.120853900909424, 'box_points': [526, 126, 636, 343]}]"
uuid:ee19aa50-bdf9-47ff-bedc-b8cc6c8c6bc8,Feb 9,Viana,Viana Sede,1549716682094.jpg,Left,1549716703103.jpg,Left-front,1549716715740.jpg,Front,1549716724803.jpg,Front-right,1549716735586.jpg,Right,1549716756258.jpg,"[{'name': 'truck', 'percentage_probability': 64.30344581604004, 'box_points': [0, 137, 53, 191]}]",[],"[{'name': 'person', 'percentage_probability': 94.65475082397461, 'box_points': [481, 208, 502, 263]}, {'name': 'person', 'percentage_probability': 77.05612182617188, 'box_points': [513, 196, 536, 258]}, {'name': 'person', 'percentage_probability': 50.56380033493042, 'box_points': [232, 219, 257, 271]}, {'name': 'person', 'percentage_probability': 78.04391384124756, 'box_points': [256, 207, 289, 303]}]",[],"[{'name': 'chair', 'percentage_probability': 51.753705739974976, 'box_points': [275, 188, 333, 276]}]","[{'name': 'truck', 'percentage_probability': 55.419325828552246, 'box_points': [299, 213, 361, 266]}]"
uuid:ee66c0e4-53ef-45f5-bbe3-16caf0159a19,Jan 29,Cazenga,Hoji Ya Henda,1548779583558.jpg,Left,1548779596721.jpg,Left-front,1548779618645.jpg,Front,1548779631501.jpg,Front-right,1548779642834.jpg,Right,1548779651963.jpg,"[{'name': 'person', 'percentage_probability': 85.64156293869019, 'box_points': [1, 209, 161, 475]}]","[{'name': 'cup', 'percentage_probability': 60.94750165939331, 'box_points': [115, 377, 164, 432]}, {'name': 'bowl', 'percentage_probability': 55.985188484191895, 'box_points': [4, 373, 91, 429]}, {'name': 'person', 'percentage_probability': 68.15055012702942, 'box_points': [241, 305, 352, 453]}, {'name': 'person', 'percentage_probability': 51.46200656890869, 'box_points': [267, 334, 384, 483]}, {'name': 'person', 'percentage_probability': 65.05910754203796, 'box_points': [292, 288, 465, 620]}]","[{'name': 'person', 'percentage_probability': 94.99852657318115, 'box_points': [54, 191, 300, 480]}, {'name': 'person', 'percentage_probability': 92.08441972732544, 'box_points': [415, 216, 555, 471]}]",[],[],[]
uuid:ee7f5607-38ac-4222-a996-415344e3e5d2,Jan 30,Cacuaco,Kikolo,1548851131395.jpg,Left,1548851148762.jpg,Left-front,1548851164125.jpg,Front,1548851179953.jpg,Front-right,1548851193049.jpg,Right,1548851204588.jpg,[],[],[],[],[],[]
uuid:eec20330-28cc-4a82-9d24-746842451d78,Feb 18,Viana,Viana Sede,1550496952240.jpg,Left,1550496966513.jpg,Left-front,1550496974435.jpg,Front,1550496996641.jpg,Front-right,1550497004186.jpg,Right,1550497015120.jpg,[],[],"[{'name': 'car', 'percentage_probability': 95.64632177352905, 'box_points': [316, 142, 371, 179]}]",[],"[{'name': 'car', 'percentage_probability': 87.59591579437256, 'box_points': [532, 141, 639, 202]}]","[{'name': 'car', 'percentage_probability': 80.64051866531372, 'box_points': [0, 147, 24, 209]}]"
uuid:eec5cde7-573d-4c27-b879-749764003772,Jan 26,Cacuaco,Cacuaco,1548522685753.jpg,Left,1548522708791.jpg,Left-front,1548522718938.jpg,Front,1548522735094.jpg,Front-right,1548522750690.jpg,Right,1548522787762.jpg,[],[],"[{'name': 'person', 'percentage_probability': 91.54782295227051, 'box_points': [108, 1, 301, 307]}]",[],"[{'name': 'person', 'percentage_probability': 58.4389865398407, 'box_points': [480, 1, 635, 270]}]","[{'name': 'person', 'percentage_probability': 55.23537993431091, 'box_points': [453, 135, 476, 189]}, {'name': 'person', 'percentage_probability': 67.50413775444031, 'box_points': [474, 130, 495, 187]}, {'name': 'person', 'percentage_probability': 58.70790481567383, 'box_points': [489, 129, 517, 185]}, {'name': 'person', 'percentage_probability': 80.43276071548462, 'box_points': [458, 17, 639, 339]}, {'name': 'person', 'percentage_probability': 60.09087562561035, 'box_points': [462, 174, 635, 340]}]"
uuid:ef03e583-348f-4070-afab-17e4092d91f3,Feb 4,Viana,Viana Sede,1549279848004.jpg,Left,1549279861404.jpg,Left-front,1549279873793.jpg,Front,1549279886860.jpg,Front-right,1549279897169.jpg,Right,1549279907468.jpg,[],[],"[{'name': 'person', 'percentage_probability': 50.59770941734314, 'box_points': [202, 114, 225, 166]}, {'name': 'person', 'percentage_probability': 90.59971570968628, 'box_points': [148, 128, 179, 217]}, {'name': 'person', 'percentage_probability': 78.08265686035156, 'box_points': [197, 152, 225, 220]}]","[{'name': 'person', 'percentage_probability': 92.37244725227356, 'box_points': [71, 153, 132, 337]}]","[{'name': 'person', 'percentage_probability': 64.83430862426758, 'box_points': [580, 209, 613, 260]}]","[{'name': 'horse', 'percentage_probability': 50.074779987335205, 'box_points': [268, 163, 291, 203]}, {'name': 'person', 'percentage_probability': 55.823081731796265, 'box_points': [289, 171, 301, 205]}, {'name': 'person', 'percentage_probability': 70.68961262702942, 'box_points': [318, 162, 333, 202]}, {'name': 'horse', 'percentage_probability': 56.42011761665344, 'box_points': [288, 174, 301, 204]}, {'name': 'person', 'percentage_probability': 57.25025534629822, 'box_points': [85, 199, 113, 236]}, {'name': 'person', 'percentage_probability': 89.53620791435242, 'box_points': [119, 169, 144, 242]}, {'name': 'person', 'percentage_probability': 71.66112661361694, 'box_points': [53, 197, 86, 248]}]"
uuid:ef0c33a2-c430-49ea-b6e8-743c14892641,Feb 11,Viana,Viana Sede,1549892043044.jpg,Left,1549892055867.jpg,Left-front,1549892074649.jpg,Front,1549892084189.jpg,Front-right,1549892093763.jpg,Right,1549892105381.jpg,[],"[{'name': 'person', 'percentage_probability': 95.19428610801697, 'box_points': [205, 183, 351, 626]}]","[{'name': 'person', 'percentage_probability': 99.49973821640015, 'box_points': [407, 142, 432, 206]}]",[],"[{'name': 'person', 'percentage_probability': 75.19705295562744, 'box_points': [623, 93, 638, 144]}]",[]
uuid:ef65a223-ee46-436e-94b4-863c16595e34,Feb 25,Cazenga,Tala Hadi,1551102477889.jpg,Left,1551102490605.jpg,Left-front,1551102511713.jpg,Front,1551102536916.jpg,Front-right,1551102558575.jpg,Right,1551102575698.jpg,[],[],"[{'name': 'person', 'percentage_probability': 85.36312580108643, 'box_points': [117, 198, 147, 287]}, {'name': 'person', 'percentage_probability': 87.70531415939331, 'box_points': [200, 206, 231, 282]}, {'name': 'car', 'percentage_probability': 93.29668879508972, 'box_points': [252, 150, 402, 265]}]","[{'name': 'person', 'percentage_probability': 96.74739241600037, 'box_points': [435, 285, 593, 475]}]","[{'name': 'person', 'percentage_probability': 59.086447954177856, 'box_points': [154, 439, 222, 478]}, {'name': 'person', 'percentage_probability': 80.11798858642578, 'box_points': [495, 419, 560, 477]}]","[{'name': 'car', 'percentage_probability': 54.046499729156494, 'box_points': [394, 161, 430, 196]}]"
uuid:ef809949-f4be-48e3-8e95-56dea399a761,Feb 6,Viana,Viana Sede,1549455389696.jpg,Left,1549455405447.jpg,Left-front,1549455418192.jpg,Front,1549455429195.jpg,Front-right,1549455439580.jpg,Right,1549455447514.jpg,[],[],[],[],[],[]
uuid:ef91e2c2-0d74-4abf-8991-61351b2d21dc,Feb 6,Viana,Viana Sede,1549444831409.jpg,Left,1549444854824.jpg,Left-front,1549444869420.jpg,Front,1549444893630.jpg,Front-right,1549444914834.jpg,Right,1549444929600.jpg,[],[],[],[],[],[]
uuid:efbdfb33-151a-4fcd-a760-4e0ad3acdc6b,Feb 11,Viana,Viana Sede,1549879238497.jpg,Left,1549879246666.jpg,Left-front,1549879255845.jpg,Front,1549879263400.jpg,Front-right,1549879270685.jpg,Right,1549879278557.jpg,"[{'name': 'person', 'percentage_probability': 68.4484601020813, 'box_points': [221, 89, 230, 118]}]","[{'name': 'person', 'percentage_probability': 96.29916548728943, 'box_points': [41, 77, 174, 502]}]","[{'name': 'person', 'percentage_probability': 66.81738495826721, 'box_points': [442, 105, 453, 140]}, {'name': 'dog', 'percentage_probability': 57.65498876571655, 'box_points': [83, 239, 129, 323]}]",[],"[{'name': 'person', 'percentage_probability': 95.00843286514282, 'box_points': [426, 138, 453, 235]}, {'name': 'person', 'percentage_probability': 89.57508206367493, 'box_points': [348, 141, 380, 247]}, {'name': 'person', 'percentage_probability': 96.29757404327393, 'box_points': [496, 163, 529, 279]}]","[{'name': 'person', 'percentage_probability': 98.20617437362671, 'box_points': [63, 132, 96, 252]}, {'name': 'car', 'percentage_probability': 84.84671115875244, 'box_points': [253, 100, 635, 354]}]"
uuid:efca73f3-0c00-4ffb-8f37-3929b0ebd5eb,Feb 8,Viana,Viana Sede,1549622787782.jpg,Left,1549622803110.jpg,Left-front,1549622817652.jpg,Front,1549622828973.jpg,Front-right,1549622844666.jpg,Right,1549622858633.jpg,"[{'name': 'person', 'percentage_probability': 62.182068824768066, 'box_points': [551, 226, 640, 472]}]",[],"[{'name': 'person', 'percentage_probability': 52.55553722381592, 'box_points': [452, 188, 468, 225]}, {'name': 'person', 'percentage_probability': 64.26653861999512, 'box_points': [302, 182, 317, 235]}, {'name': 'person', 'percentage_probability': 56.75420165061951, 'box_points': [330, 190, 345, 233]}]","[{'name': 'bowl', 'percentage_probability': 50.14606714248657, 'box_points': [540, 310, 624, 364]}]",[],[]
uuid:efdf0bad-6302-47df-ac7c-d9deca50566e,Feb 2,Kilamba Kiaxi,Kilamba Kiaxi,1549114444111.jpg,Left,1549114471778.jpg,Left-front,1549114483335.jpg,Front,1549114495026.jpg,Front-right,1549114505530.jpg,Right,1549114629249.jpg,"[{'name': 'car', 'percentage_probability': 76.72913074493408, 'box_points': [0, 262, 27, 280]}, {'name': 'person', 'percentage_probability': 68.26395392417908, 'box_points': [60, 265, 75, 302]}, {'name': 'person', 'percentage_probability': 68.81672143936157, 'box_points': [120, 278, 139, 310]}, {'name': 'person', 'percentage_probability': 76.37087106704712, 'box_points': [338, 274, 355, 327]}, {'name': 'backpack', 'percentage_probability': 80.2250325679779, 'box_points': [284, 291, 314, 340]}, {'name': 'person', 'percentage_probability': 88.37194442749023, 'box_points': [270, 271, 315, 410]}]",[],"[{'name': 'car', 'percentage_probability': 67.19684600830078, 'box_points': [418, 242, 439, 258]}, {'name': 'car', 'percentage_probability': 70.1098084449768, 'box_points': [481, 244, 517, 263]}, {'name': 'person', 'percentage_probability': 50.02021789550781, 'box_points': [552, 249, 567, 279]}]",[],[],"[{'name': 'person', 'percentage_probability': 76.03420615196228, 'box_points': [317, 179, 362, 267]}, {'name': 'person', 'percentage_probability': 71.50220274925232, 'box_points': [325, 199, 406, 323]}, {'name': 'person', 'percentage_probability': 73.19620251655579, 'box_points': [469, 207, 598, 373]}, {'name': 'person', 'percentage_probability': 72.54975438117981, 'box_points': [316, 228, 410, 375]}, {'name': 'chair', 'percentage_probability': 78.17999124526978, 'box_points': [307, 268, 418, 411]}, {'name': 'chair', 'percentage_probability': 59.51942205429077, 'box_points': [476, 278, 586, 384]}]"
uuid:efe0a49c-bac2-4ac4-bda6-3decaf1f3d52,Feb 16,Kilamba Kiaxi,Kilamba Kiaxi,1550311373552.jpg,Left,1550311385552.jpg,Left-front,1550311398387.jpg,Front,1550311410247.jpg,Front-right,1550311428806.jpg,Right,1550311443662.jpg,"[{'name': 'person', 'percentage_probability': 90.14530181884766, 'box_points': [268, 19, 283, 59]}]",[],[],[],[],[]
uuid:efe27cef-dedc-46c3-8d18-e12c8949bf4d,Feb 11,Viana,Viana Sede,1549880338733.jpg,Left,1549880348131.jpg,Left-front,1549880355574.jpg,Front,1549880362762.jpg,Front-right,1549880377937.jpg,Right,1549880386427.jpg,[],[],[],"[{'name': 'person', 'percentage_probability': 99.56341981887817, 'box_points': [289, 211, 346, 300]}]",[],[]
uuid:f0062963-10f5-4c17-9c41-98f82eb948ad,Jan 26,Cacuaco,Cacuaco,1548519099698.jpg,Left,1548519120099.jpg,Left-front,1548519161577.jpg,Front,1548519175938.jpg,Front-right,1548519200422.jpg,Right,1548519215088.jpg,"[{'name': 'person', 'percentage_probability': 60.078686475753784, 'box_points': [366, 186, 377, 214]}, {'name': 'person', 'percentage_probability': 59.64803099632263, 'box_points': [235, 189, 249, 230]}, {'name': 'person', 'percentage_probability': 62.55871057510376, 'box_points': [248, 194, 265, 233]}, {'name': 'person', 'percentage_probability': 91.57764911651611, 'box_points': [400, 191, 427, 262]}, {'name': 'person', 'percentage_probability': 93.9857006072998, 'box_points': [426, 200, 453, 264]}]",[],[],[],"[{'name': 'person', 'percentage_probability': 96.44644260406494, 'box_points': [266, 143, 301, 235]}]","[{'name': 'person', 'percentage_probability': 65.37757515907288, 'box_points': [556, 186, 579, 242]}, {'name': 'person', 'percentage_probability': 50.0575065612793, 'box_points': [247, 168, 266, 226]}, {'name': 'person', 'percentage_probability': 63.63057494163513, 'box_points': [304, 172, 323, 235]}, {'name': 'person', 'percentage_probability': 83.76997709274292, 'box_points': [320, 171, 344, 244]}, {'name': 'person', 'percentage_probability': 79.96541261672974, 'box_points': [432, 169, 457, 244]}, {'name': 'person', 'percentage_probability': 74.40911531448364, 'box_points': [535, 188, 569, 242]}, {'name': 'car', 'percentage_probability': 93.95432472229004, 'box_points': [-1, 153, 290, 477]}]"
uuid:f0fc0d32-6493-438f-a765-da9fb2743a0e,Feb 11,Viana,Viana Sede,1549888730552.jpg,Left,1549888753457.jpg,Left-front,1549888782089.jpg,Front,1549888790160.jpg,Front-right,1549888801795.jpg,Right,1549888811314.jpg,[],[],[],[],[],[]
uuid:f101f398-734a-431a-90f8-e9c52816af05,Feb 5,Kilamba Kiaxi,Kilamba Kiaxi,1549376667172.jpg,Left,1549376683371.jpg,Left-front,1549376690476.jpg,Front,1549376699007.jpg,Front-right,1549376709181.jpg,Right,1549376719828.jpg,[],[],"[{'name': 'person', 'percentage_probability': 51.24440789222717, 'box_points': [488, 235, 528, 310]}, {'name': 'person', 'percentage_probability': 94.32023763656616, 'box_points': [441, 132, 491, 285]}, {'name': 'person', 'percentage_probability': 71.13121747970581, 'box_points': [518, 140, 578, 311]}, {'name': 'person', 'percentage_probability': 55.453455448150635, 'box_points': [533, 162, 610, 309]}]","[{'name': 'person', 'percentage_probability': 62.189507484436035, 'box_points': [552, 226, 639, 340]}]","[{'name': 'person', 'percentage_probability': 94.77638006210327, 'box_points': [105, 269, 197, 360]}]","[{'name': 'person', 'percentage_probability': 67.83283948898315, 'box_points': [398, 144, 412, 176]}, {'name': 'person', 'percentage_probability': 64.66693878173828, 'box_points': [335, 133, 360, 188]}, {'name': 'person', 'percentage_probability': 81.09151124954224, 'box_points': [364, 138, 384, 199]}]"
uuid:f150c31f-a190-4bbf-b3dd-6aa195872296,Feb 8,Viana,Viana Sede,1549621706178.jpg,Left,1549621724714.jpg,Left-front,1549621756532.jpg,Front,1549621770929.jpg,Front-right,1549621783393.jpg,Right,1549621793523.jpg,[],[],[],[],[],[]
uuid:f181400c-2ad2-4286-a2ef-3401e8e53ec5,Feb 6,Viana,Viana Sede,1549456750614.jpg,Left,1549456760500.jpg,Left-front,1549456769520.jpg,Front,1549456777870.jpg,Front-right,1549456785762.jpg,Right,1549456793382.jpg,"[{'name': 'person', 'percentage_probability': 89.61461782455444, 'box_points': [82, 210, 115, 257]}]",[],"[{'name': 'person', 'percentage_probability': 73.9654004573822, 'box_points': [459, 204, 482, 237]}]",[],[],"[{'name': 'person', 'percentage_probability': 70.21381855010986, 'box_points': [407, 201, 435, 238]}, {'name': 'motorcycle', 'percentage_probability': 58.80711078643799, 'box_points': [409, 222, 439, 261]}]"
uuid:f186cce8-58c1-40d8-ba38-6a7163e911da,Feb 15,Cacuaco,Kikolo,1550232814142.jpg,Left,1550232822475.jpg,Left-front,1550232829515.jpg,Front,1550232840744.jpg,Front-right,1550232848826.jpg,Right,1550232855968.jpg,[],[],"[{'name': 'person', 'percentage_probability': 87.53612041473389, 'box_points': [168, 92, 199, 175]}]",[],"[{'name': 'chair', 'percentage_probability': 93.06329488754272, 'box_points': [330, 150, 434, 293]}, {'name': 'person', 'percentage_probability': 62.23112940788269, 'box_points': [460, 200, 616, 276]}]",[]
uuid:f1b4792c-7901-4695-9c8d-6646edd3b206,Feb 13,Viana,Viana Sede,1550053844723.jpg,Left,1550053863271.jpg,Left-front,1550053884418.jpg,Front,1550053895485.jpg,Front-right,1550053909243.jpg,Right,1550053918111.jpg,"[{'name': 'person', 'percentage_probability': 65.08764028549194, 'box_points': [202, 144, 219, 188]}, {'name': 'person', 'percentage_probability': 78.69415879249573, 'box_points': [309, 162, 322, 196]}, {'name': 'person', 'percentage_probability': 72.33346700668335, 'box_points': [247, 142, 272, 198]}]",[],"[{'name': 'person', 'percentage_probability': 65.00017046928406, 'box_points': [575, 126, 590, 172]}, {'name': 'person', 'percentage_probability': 73.63469004631042, 'box_points': [618, 132, 638, 185]}]",[],[],"[{'name': 'person', 'percentage_probability': 78.1300961971283, 'box_points': [456, 107, 473, 140]}, {'name': 'person', 'percentage_probability': 60.482317209243774, 'box_points': [344, 98, 384, 137]}]"
uuid:f28aa66f-37ce-4a02-a67c-9b27c8b676b6,Feb 13,Viana,Viana Sede,1550058633768.jpg,Left,1550058642320.jpg,Left-front,1550058649617.jpg,Front,1550058657711.jpg,Front-right,1550058665214.jpg,Right,1550058673675.jpg,"[{'name': 'person', 'percentage_probability': 57.99158811569214, 'box_points': [441, 210, 469, 293]}, {'name': 'person', 'percentage_probability': 57.86874294281006, 'box_points': [443, 213, 495, 294]}, {'name': 'person', 'percentage_probability': 60.69918870925903, 'box_points': [480, 242, 527, 298]}]","[{'name': 'potted plant', 'percentage_probability': 63.1136953830719, 'box_points': [188, 452, 234, 507]}]",[],"[{'name': 'car', 'percentage_probability': 55.45559525489807, 'box_points': [210, 191, 235, 216]}, {'name': 'person', 'percentage_probability': 98.89824390411377, 'box_points': [350, 293, 414, 465]}, {'name': 'person', 'percentage_probability': 63.56412172317505, 'box_points': [578, 357, 630, 474]}]","[{'name': 'potted plant', 'percentage_probability': 58.766376972198486, 'box_points': [262, 227, 292, 254]}, {'name': 'person', 'percentage_probability': 96.91255688667297, 'box_points': [399, 282, 442, 405]}, {'name': 'person', 'percentage_probability': 90.69732427597046, 'box_points': [502, 268, 541, 410]}, {'name': 'person', 'percentage_probability': 73.74959588050842, 'box_points': [319, 246, 368, 430]}, {'name': 'person', 'percentage_probability': 88.61664533615112, 'box_points': [536, 317, 579, 422]}]",[]
uuid:f2ac9e40-f042-418c-9d5f-12ec267373cf,Feb 21,Viana,Viana Sede,1550764795143.jpg,Left,1550764805205.jpg,Left-front,1550764814937.jpg,Front,1550764825837.jpg,Front-right,1550764834202.jpg,Right,1550764842443.jpg,[],"[{'name': 'bowl', 'percentage_probability': 65.05181789398193, 'box_points': [143, 534, 332, 637]}]","[{'name': 'oven', 'percentage_probability': 87.69731521606445, 'box_points': [0, 313, 166, 473]}]",[],[],[]
uuid:f31e0d5e-60b6-467e-a829-d463993dc9ce,Jan 29,Cacuaco,Cacuaco,1548761801960.jpg,Left,1548761814049.jpg,Left-front,1548761829385.jpg,Front,1548761841701.jpg,Front-right,1548761856931.jpg,Right,1548761878411.jpg,[],[],[],[],[],[]
uuid:f32efa6a-fd32-4c20-9f06-38234d017958,Feb 11,Kilamba Kiaxi,Kilamba Kiaxi,1549894134190.jpg,Left,1549894150325.jpg,Left-front,1549894195238.jpg,Front,1549894223430.jpg,Front-right,1549894241593.jpg,Right,1549894251071.jpg,"[{'name': 'person', 'percentage_probability': 93.16225051879883, 'box_points': [479, 261, 634, 361]}, {'name': 'person', 'percentage_probability': 63.52132558822632, 'box_points': [246, 271, 313, 356]}, {'name': 'person', 'percentage_probability': 74.40171241760254, 'box_points': [259, 247, 364, 357]}]","[{'name': 'person', 'percentage_probability': 70.66659927368164, 'box_points': [240, 279, 272, 398]}]",[],"[{'name': 'person', 'percentage_probability': 96.44383192062378, 'box_points': [0, 179, 77, 348]}]",[],[]
uuid:f3387b2b-c285-427c-99d0-4fa2ef973b5b,Feb 14,Viana,Viana Sede,1550134173931.jpg,Left,1550134189746.jpg,Left-front,1550134197459.jpg,Front,1550134210308.jpg,Front-right,1550134221701.jpg,Right,1550134241795.jpg,[],[],"[{'name': 'person', 'percentage_probability': 62.203675508499146, 'box_points': [273, 113, 282, 137]}]",[],[],[]
uuid:f3b87bb0-216c-4870-8910-fb15f8510478,Feb 5,Viana,Viana Sede,1549358027494.jpg,Left,1549358045117.jpg,Left-front,1549358058418.jpg,Front,1549358073226.jpg,Front-right,1549358084104.jpg,Right,1549358093156.jpg,[],[],"[{'name': 'person', 'percentage_probability': 56.77204728126526, 'box_points': [586, 0, 631, 56]}, {'name': 'person', 'percentage_probability': 75.45032501220703, 'box_points': [306, 1, 333, 60]}, {'name': 'person', 'percentage_probability': 94.48044300079346, 'box_points': [329, 0, 361, 76]}, {'name': 'motorcycle', 'percentage_probability': 61.4954948425293, 'box_points': [594, 11, 636, 83]}, {'name': 'person', 'percentage_probability': 56.36453628540039, 'box_points': [314, 2, 348, 74]}]",[],[],"[{'name': 'person', 'percentage_probability': 52.48865485191345, 'box_points': [314, 30, 328, 84]}, {'name': 'person', 'percentage_probability': 71.6836929321289, 'box_points': [399, 36, 413, 71]}, {'name': 'person', 'percentage_probability': 68.58107447624207, 'box_points': [333, 33, 347, 82]}]"
uuid:f3c34c78-86b9-40e0-b1e4-2dc39d066445,Feb 13,Samba,Futungo de Belas,1550060736973.jpg,Left,1550060748273.jpg,Left-front,1550060757418.jpg,Front,1550060765823.jpg,Front-right,1550060775224.jpg,Right,1550060784646.jpg,"[{'name': 'potted plant', 'percentage_probability': 54.61589694023132, 'box_points': [232, 112, 289, 177]}]",[],"[{'name': 'bench', 'percentage_probability': 53.74296307563782, 'box_points': [450, 216, 474, 252]}, {'name': 'bench', 'percentage_probability': 58.576565980911255, 'box_points': [317, 191, 459, 253]}]",[],"[{'name': 'person', 'percentage_probability': 64.48589563369751, 'box_points': [14, 91, 51, 175]}]",[]
uuid:f40c66a2-bf84-410c-8fd3-2d28f31df7d8,Feb 2,Kilamba Kiaxi,Kilamba Kiaxi,1549121215595.jpg,Left,1549121227541.jpg,Left-front,1549121241493.jpg,Front,1549121253537.jpg,Front-right,1549121266568.jpg,Right,1549121276825.jpg,"[{'name': 'person', 'percentage_probability': 89.89592790603638, 'box_points': [0, 272, 31, 393]}]","[{'name': 'person', 'percentage_probability': 99.27334785461426, 'box_points': [277, 422, 343, 622]}]","[{'name': 'person', 'percentage_probability': 99.58399534225464, 'box_points': [574, 292, 632, 466]}, {'name': 'person', 'percentage_probability': 80.00556826591492, 'box_points': [50, 403, 107, 477]}]",[],[],[]
