,r0,r1,r2,r3,r4,r5,r6,r7,g0,g1,g2,g3,g4,g5,g6,g7,b0,b1,b2,b3,b4,b5,b6,b7,total_income_2_b,total_deprivations,Wealth_Index,total_deprivations_2,Poor_MPI,Severely_Poor_MPI,train,truck,car,potted plant,person
1019,6100,34115,78871,116011,182477,243412,211107,49507,8722,55848,102786,155255,227738,241800,67440,62011,44494,160672,243486,281111,270517,120203,24714,83603,459285.72,0.38999999,1.4949563999999995,4,Poor,Non_Severely_Poor,0,0,9,0,7
1020,13447,42824,51694,81744,211042,156040,257019,107790,18595,73421,84743,204221,223235,212090,70470,34825,110628,212497,350783,282162,146245,50116,68314,8055,10000.0,0.55699998,-1.6636565,5,Poor,Poor,0,0,1,0,4
1021,30666,32009,45764,110748,134305,193562,141381,2765,37203,42885,36323,90797,260593,177365,45893,141,53016,69059,164948,297268,239683,49562,10626,37438,25000.0,0.27899998,-2.219276,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
1022,21609,43256,56322,112451,246607,205800,168890,66665,23243,62686,91465,116494,297908,107144,209543,13117,64077,121016,167687,327733,233940,56198,209713,48436,45000.0,0.16699999999999998,-0.14684202,1,Non_Poor,Non_Severely_Poor,0,0,0,0,8
1023,52675,90388,99553,127611,193299,216906,110836,30332,46068,98402,139940,149265,194176,211654,45330,36765,110318,151369,183753,242706,339767,113577,22288,65022,,0.38999999,-1.1688104,4,Poor,Non_Severely_Poor,0,2,0,0,4
1024,1160,12406,46454,162114,347150,228567,41929,81820,1205,20966,67696,196416,358162,154742,37981,84432,3594,47256,148320,391921,394370,114911,33988,94440,60000.0,0.16699999999999998,-0.60764772,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
1025,9751,21113,39992,121570,179492,175705,114914,28663,8810,51425,93972,118841,258999,96093,39165,23895,25023,97963,122368,308527,300110,26727,16966,23916,55000.0,0.38999999,-0.10071147,4,Poor,Non_Severely_Poor,0,0,1,0,16
1026,28343,70929,109788,77700,38993,311282,238676,45889,38679,135907,83116,57749,225280,276064,65324,39481,143198,171879,134984,392836,219562,9169,47356,109816,160000.0,0.22299999,2.6117878,2,Non_Poor,Non_Severely_Poor,0,0,0,0,4
1027,9772,115687,198782,233303,218129,76015,13057,56855,9002,107528,198034,263514,216001,57350,13063,57108,65335,179387,240085,317833,207972,48254,30508,139426,30000.0,0.391,-4.0375223,5,Poor,Non_Severely_Poor,0,0,0,0,1
1028,60074,61597,74799,141328,180628,189438,191548,22188,66580,74952,89094,163105,183546,213749,112339,18235,143846,141427,173838,214471,270594,178030,38904,67690,130000.0,0.22299999,-0.56908643,2,Non_Poor,Non_Severely_Poor,0,0,0,7,0
1029,13682,24278,56107,117021,257891,154459,40638,27124,14949,25270,67896,132082,338427,44979,29861,37736,19381,54145,95674,213531,408448,60029,14492,55900,122000.0,0.38999999,1.8051567,4,Poor,Non_Severely_Poor,0,0,0,0,1
1030,118671,127927,125573,82470,71209,37129,34486,93735,110388,142129,132038,86139,64294,32499,26647,97066,125656,243597,183691,116704,67148,30915,27257,126632,30000.0,0.22299999,-0.81657624,2,Non_Poor,Non_Severely_Poor,0,0,1,0,13
1031,1266,15822,66388,98964,219895,286796,213305,19164,13235,98558,108797,133442,242038,235164,58885,31481,97422,180934,423294,299945,76174,65725,27799,57507,90000.0,0.50099999,2.7391317,5,Poor,Poor,0,2,1,0,0
1032,12122,66194,75183,111360,220718,301889,82282,51852,12840,75016,79247,115915,297399,213030,74458,53695,15669,86398,96793,307002,457095,125032,78086,62725,337500.0,0.16699999999999998,0.37821168,1,Non_Poor,Non_Severely_Poor,0,0,2,4,14
1033,231094,76663,112646,35371,27390,181969,26064,3,231740,92716,94461,66534,186812,18932,5,0,467768,96804,94531,56979,170851,34521,146,0,30000.0,0.16699999999999998,-0.69585305,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
1034,7861,42810,65888,129308,367578,196733,89426,21996,10635,56774,67994,201498,280700,170629,111164,22206,7740,58734,102111,326502,363493,197071,106225,66924,80000.0,0.27899998,-1.0111259,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
1035,31760,50943,71285,141488,78089,118017,171385,28233,48836,68992,109783,87502,131694,190010,31510,22873,111118,150208,152120,169727,273408,36156,5917,22946,0.0,0.16699999999999998,0.66322362,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
1036,10953,58391,90682,133873,161636,227931,180164,57970,31433,109662,132915,248975,155557,90913,80100,72045,44832,150101,180810,263005,221249,184790,102635,81378,255000.0,0.16699999999999998,2.9300835,1,Non_Poor,Non_Severely_Poor,0,0,0,1,0
1037,72229,73512,90274,72599,50946,183916,132604,15120,54780,102754,66588,97457,64463,171535,115529,18094,194469,122448,89623,206030,82544,105443,116279,4764,175000.0,0.38999999,3.0589757,4,Poor,Non_Severely_Poor,0,1,2,1,0
1038,60932,53762,48783,143397,317730,161042,95093,40861,16594,55059,107060,236026,281363,98658,84749,42091,24759,80432,216957,337450,321356,167081,40980,39785,104000.0,0.44599998,-1.7585425,5,Poor,Non_Severely_Poor,0,0,0,0,0
1039,8043,17674,15925,18628,170083,362034,70180,28633,1540,9874,26594,181290,326256,109127,21359,15160,3753,33304,164485,261840,352005,87543,5587,13083,0.0,0.0,-1.7502288,1,Non_Poor,Non_Severely_Poor,0,0,0,0,8
1040,49542,49872,57268,111212,245872,268865,124664,14305,46741,79317,117007,132518,212642,195368,120325,17682,92063,103004,179291,254202,210845,199206,124536,65653,0.0,0.056000002,-0.92457676,1,Non_Poor,Non_Severely_Poor,0,0,0,0,9
1041,168916,166602,95660,63053,122948,117720,60032,126669,119974,205367,109201,87755,101424,93792,81009,123078,221279,191859,166881,216902,95681,73207,97936,165055,90000.0,0.33399999,0.77720755,3,Poor,Non_Severely_Poor,0,0,1,0,8
1042,45223,94777,88001,92171,170563,98624,212363,119878,60461,116187,84893,98946,198572,132143,105210,125188,108365,183842,197238,225587,222235,95370,44769,151394,352214.28,0.27899998,-1.1235608,2,Non_Poor,Non_Severely_Poor,0,4,0,1,5
1043,9724,19157,36383,85335,240170,337473,83029,110329,15586,42972,167418,99029,202626,215027,112630,66312,167528,126627,154633,269942,150769,60165,183425,115711,240000.0,0.16699999999999998,4.5035362,1,Non_Poor,Non_Severely_Poor,0,0,2,1,5
1044,64252,107628,134445,175058,130831,128218,86554,94614,78606,101126,146158,183998,145786,123795,63376,78755,103113,124153,261770,300132,183962,99982,66596,89092,390857.13,0.27899998,-1.6985008999999998,2,Non_Poor,Non_Severely_Poor,0,0,0,0,5
1045,11472,55894,172669,168061,337063,54410,68962,53069,7310,60352,179175,170970,318609,71026,51208,62950,13769,130171,201225,334317,316968,126599,46372,59379,309000.0,0.38999999,0.18389739,4,Poor,Non_Severely_Poor,0,0,0,0,1
1046,39387,80002,123380,160175,194223,102612,193636,28185,35735,112797,149073,149022,196652,106773,151111,20437,145612,197887,200500,201467,222025,124162,66320,70827,127571.43,0.38999999,-0.20155305,4,Poor,Non_Severely_Poor,0,0,0,0,2
1047,40089,88594,127373,157820,83011,111051,158163,155499,42585,133747,190366,121740,110682,91524,75854,155102,140951,253651,219397,186076,139023,23003,72889,193810,0.0,0.38999999,-0.92210394,4,Poor,Non_Severely_Poor,0,0,1,0,7
1048,22370,54839,51356,115218,153060,309219,208685,6853,28788,86099,136708,117105,174204,115255,233749,29692,194276,224295,239958,171481,16590,101062,259966,21172,168000.0,0.16699999999999998,-0.59382021,1,Non_Poor,Non_Severely_Poor,0,0,0,0,8
1049,68274,82319,82576,102500,91601,90586,119767,53577,83575,113468,119417,92715,66052,154477,59327,2169,202381,153184,131183,129113,202334,84316,18506,583,0.0,0.0,2.2237775,1,Non_Poor,Non_Severely_Poor,0,2,5,0,9
1050,9841,50167,70526,182989,365711,145646,95139,1581,6303,49508,81085,179877,367874,117952,109010,9991,13339,70126,134181,386608,370578,103369,76555,74044,336000.0,0.33399999,2.0143020000000003,3,Poor,Non_Severely_Poor,0,0,0,0,0
1051,0,62,3251,140887,741255,36078,67,0,0,44,2499,109234,808996,775,52,0,0,151,15335,585037,627870,397,10,0,75000.0,0.38999999,1.2398643,4,Poor,Non_Severely_Poor,0,0,0,0,0
1052,31617,46901,62568,98185,140689,136302,118865,56073,28736,61445,118384,137764,151320,83109,53442,57000,95164,180342,172469,186930,171901,42298,9605,62891,0.0,0.38999999,-0.60721427,4,Poor,Non_Severely_Poor,0,0,0,0,1
1053,9259,85130,58010,103901,146359,289291,154018,75632,1262,72950,113185,143775,319764,111138,82770,76756,37478,216706,259547,324064,104062,84031,114804,88108,161000.0,0.056000002,2.9569604,1,Non_Poor,Non_Severely_Poor,2,3,3,0,0
1054,11608,54046,154715,226118,159279,123029,112390,80415,15405,81028,170514,224645,147924,92047,60586,129451,22084,151309,283543,279086,162630,102436,66467,161245,108000.0,0.38999999,-2.1530409,4,Poor,Non_Severely_Poor,0,0,0,0,0
1055,5897,26739,59829,152043,368942,222109,51325,34716,4675,24446,79694,202880,393051,154591,21058,41205,28254,101991,253014,316742,317210,117243,48247,46099,80000.0,0.22299999,-0.75012159,2,Non_Poor,Non_Severely_Poor,0,0,1,0,3
1056,15425,51922,58737,111465,108124,200978,87517,57032,17436,82838,75431,109735,189472,113280,46201,56807,54615,128396,154549,261451,108669,123973,33068,56879,144285.72,0.33399999,-0.76573664,3,Poor,Non_Severely_Poor,0,0,0,1,9
1057,55047,75871,84005,109829,225368,157485,146822,67173,37629,98939,128599,190638,130204,233663,55189,46739,79701,146958,148581,250910,392127,143256,23708,43559,105000.0,0.44599998,-0.2134469,5,Poor,Non_Severely_Poor,0,0,0,0,5
1058,19216,34022,59968,115435,249198,282407,139089,22265,19449,37093,62595,203317,338183,127077,103810,30076,17185,49076,121725,360600,378703,148061,119731,33719,295000.0,0.22299999,1.1944457,2,Non_Poor,Non_Severely_Poor,0,0,0,0,7
1059,13207,57808,72337,111808,246669,107945,32088,49338,9873,67617,75983,140320,246419,75264,34078,41646,31686,152284,150440,237489,201655,70137,33093,44816,22000.0,0.33399999,-1.0193101999999998,3,Poor,Non_Severely_Poor,0,0,0,5,4
1060,1362,12776,38817,90892,169660,380723,170136,57234,2181,22566,70056,152942,340038,229330,44091,60396,14530,96114,228482,400237,246991,143415,36320,62711,392571.44,0.50199997,-2.2371726,5,Poor,Poor,0,2,0,0,2
1061,4836,24550,67066,115480,135388,122332,160177,61371,6670,79326,125465,88512,76378,237484,73235,4130,71324,174362,141334,195723,159383,144355,31940,3179,75000.0,0.38999999,-0.16933239,4,Poor,Non_Severely_Poor,0,0,0,0,2
1062,11030,30522,113120,159714,142389,241646,171350,51829,9171,58904,171327,129991,218072,178018,123868,32249,56208,172215,209115,393306,168337,151519,50154,27946,120000.0,0.38999999,-0.98275113,4,Poor,Non_Severely_Poor,0,0,0,0,0
1063,33003,57557,54357,84740,184833,139335,114829,22546,43193,79363,104853,169876,104604,149504,24798,15009,86668,159137,242357,153562,127279,105396,34485,12716,80000.0,0.33399999,0.35693026,3,Poor,Non_Severely_Poor,0,0,1,0,6
1064,906,48712,139306,147121,80915,105591,222777,176272,7634,119663,182733,94839,101206,201539,82938,131048,94913,222586,185413,303626,155303,52305,45073,169581,40000.0,0.391,-3.5311925000000004,5,Poor,Non_Severely_Poor,0,0,0,0,0
1065,5165,25307,40731,136716,498352,172300,41589,1440,8384,35298,51995,169110,433923,176152,24226,22512,18634,89239,161821,352854,461264,39339,4925,100724,,0.16699999999999998,-0.62671167,1,Non_Poor,Non_Severely_Poor,0,0,0,1,1
1066,17796,31880,87105,185263,126619,129509,91916,21112,13193,37442,149464,170489,114991,102288,41705,61628,40119,141072,191580,324754,107502,16933,79103,20537,380000.0,0.55799997,-4.8706875,5,Poor,Poor,0,0,3,0,9
1067,17202,15001,24640,142229,307307,110820,49460,24541,17841,16717,51726,212525,266704,45041,50309,30337,43033,134025,333373,241919,40427,23416,81081,24326,25000.0,0.50199997,-3.788530600000001,5,Poor,Poor,0,1,0,1,3
1068,55,12817,45102,126687,251153,355156,13185,117445,737,29778,102900,266855,378481,21919,4500,116430,22354,181920,444179,302117,137464,19263,5126,116377,61428.57,0.33500001,-3.853287,4,Poor,Non_Severely_Poor,0,0,0,0,2
1069,38113,64610,85584,82948,66683,225827,124013,3422,47025,87403,108995,79376,134441,103489,124819,5652,210282,266940,141992,70704,34133,62283,110227,25039,20000.0,0.056000002,1.6264168,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
1070,3155,33242,126247,155563,117841,180576,200686,104290,3990,81345,134242,161993,228211,229941,76532,5346,58218,161917,257885,437442,165735,113790,28430,5383,70000.0,0.38999999,1.0463884,4,Poor,Non_Severely_Poor,0,0,0,0,0
1071,8097,16332,28728,69186,196190,257619,91382,23666,9552,17836,35557,151073,287903,129609,35472,24198,149682,57471,67208,251274,308832,31228,33597,22308,85000.0,0.38999999,-0.23266152,4,Poor,Non_Severely_Poor,0,2,4,0,2
1072,5960,40127,75735,125224,104058,180761,266793,122942,69742,62013,65105,151171,84753,288790,181235,18791,131795,100602,224270,371178,193797,79217,68885,59056,125000.0,0.16699999999999998,-0.84044141,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
1073,7134,39851,50384,105973,141953,439084,88074,49147,8601,62279,87361,148643,365280,165582,31311,52543,55571,143598,264964,545431,89463,20277,31304,78192,16000.0,0.44599998,-1.2136196,5,Poor,Non_Severely_Poor,0,0,0,0,13
1074,96463,20945,55917,54273,44299,52702,152691,213910,18508,130172,116552,149519,73274,107248,45258,50669,85372,161437,220148,142436,161566,56899,42898,50844,85000.0,0.22299999,1.2338023,2,Non_Poor,Non_Severely_Poor,0,0,0,1,0
1075,32430,33960,84334,99900,144316,171524,118148,6588,39452,57593,90920,107944,175433,169491,47666,2701,62344,108242,143000,244246,226740,113876,22639,513,200000.0,0.16699999999999998,-0.9542926,1,Non_Poor,Non_Severely_Poor,0,0,2,0,8
1076,34518,107948,140947,146609,122794,219410,134310,15064,38407,117352,129725,120454,151928,229424,122577,11733,150806,164669,187116,201427,320818,140000,43706,20258,127000.0,0.38999999,-1.3645591,4,Poor,Non_Severely_Poor,0,0,0,0,9
1077,7398,27317,72879,228402,137071,55403,117568,45162,6465,37807,112921,199909,124187,110955,41550,57406,16928,100352,145983,198865,319427,51434,15326,73285,37000.0,0.44599998,-0.88126653,5,Poor,Non_Severely_Poor,0,0,0,0,4
1078,154,8465,32777,126434,304784,386335,39207,23444,302,14267,50639,187308,407841,196233,40860,24150,1371,31395,177778,450902,318750,165291,35342,47971,70000.0,0.33399999,0.68501377,3,Poor,Non_Severely_Poor,0,0,0,0,3
1079,3420,20565,49331,61069,262272,386596,135831,2516,7240,28618,58571,168364,310362,206174,140537,1734,25778,133740,241232,262589,197569,72882,248616,46394,32000.0,0.44599998,-2.1975877,5,Poor,Non_Severely_Poor,0,0,0,0,6
1080,7,3050,15050,45938,148578,244016,223618,10943,38,9606,52187,160188,284967,164028,9580,10606,8345,95071,254344,320765,185514,24578,20086,12897,80200.0,0.22299999,-0.41623396,2,Non_Poor,Non_Severely_Poor,0,0,0,0,7
1081,11553,43774,105581,237398,229983,207510,49864,35937,15413,49767,194277,227528,190268,161179,45503,37665,22484,109337,293482,277071,259471,139805,47931,79219,0.0,0.38999999,0.091200583,4,Poor,Non_Severely_Poor,0,0,0,2,4
1082,2713,24067,46481,88766,61937,173362,233020,60854,164,61000,75962,66432,185497,213772,87881,492,70388,166811,225147,245808,93614,46544,62010,11278,112285.71,0.44599998,-0.42877164,5,Poor,Non_Severely_Poor,0,0,3,0,5
1083,13205,56003,81030,93117,133172,223077,267009,54987,21706,59065,105329,179682,164582,293981,50256,46999,102685,191826,217905,383220,174005,51959,63090,44110,127000.0,0.38999999,-1.1959486,4,Poor,Non_Severely_Poor,0,0,0,0,0
1084,19056,32170,64367,121203,216498,127214,72799,37893,19434,46564,95812,117950,196405,108094,68867,38074,62153,139288,117162,185676,198461,80025,101354,37481,103000.0,0.22299999,-3.0417173,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
1085,15034,22073,39405,63180,145575,327278,281252,27803,20480,43352,65154,95078,268642,318152,106945,3797,99187,233232,234256,193138,50061,85047,248751,85128,55000.0,0.33399999,-1.1860369,3,Poor,Non_Severely_Poor,0,0,0,0,0
1086,66131,88473,154911,109643,179881,176313,94993,51255,72451,121962,149454,123826,145509,169891,87622,50885,137448,195185,263619,212594,123704,125782,91782,78686,231000.0,0.33500001,-3.2395885,4,Poor,Non_Severely_Poor,1,3,0,0,8
1087,55807,57141,71064,130730,213210,184412,126298,82938,71142,68502,92352,140974,250999,197747,51773,48111,83133,96699,129165,252173,414901,152912,48012,51805,22000.0,0.27899998,-0.57658821,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
1088,61223,66359,103422,156377,192121,80468,139744,121886,4280,103636,165692,194575,124788,67911,135233,125485,85735,244796,294772,172756,77537,59598,133797,159809,100000.0,0.22299999,0.22533847,2,Non_Poor,Non_Severely_Poor,0,0,0,0,17
1089,691200,0,0,0,0,0,0,0,691200,0,0,0,0,0,0,0,921600,0,0,0,0,0,0,0,430000.0,0.16699999999999998,5.0778551,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
1090,2422,31724,101279,211691,216271,53815,26853,47145,4576,37452,114854,225325,175033,59938,27097,46925,17770,106144,180140,290921,154192,59815,32869,79749,159000.0,0.16699999999999998,-1.242677,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
1091,807,34192,71342,88993,202789,361301,146879,15297,3104,51244,96198,181129,184225,258391,122501,24808,63065,135662,381757,261552,123874,164216,71840,26834,185000.0,0.44599998,-1.1818436,5,Poor,Non_Severely_Poor,0,0,0,0,0
1092,153848,82350,110365,113505,160299,78159,131570,91504,151099,90268,111328,102475,130009,123509,157134,55778,167862,90923,148156,262933,266677,189497,21360,81392,487000.0,0.44599998,1.4069074,5,Poor,Non_Severely_Poor,0,0,2,0,0
1093,34698,105430,140605,144897,185054,122195,79493,109228,44830,151322,115959,168073,165186,100128,98819,77283,142719,168076,179459,207611,204367,207722,57515,61331,30000.0,0.38999999,0.088379741,4,Poor,Non_Severely_Poor,1,3,0,0,25
1094,41557,82357,123347,98087,167874,173807,95619,138952,15703,91543,112769,203586,210641,135263,46317,105778,129048,187505,224636,238132,260296,66575,57131,65477,20000.0,0.22299999,-0.79248852,2,Non_Poor,Non_Severely_Poor,0,0,0,0,7
1095,0,37,810,56187,863729,829,8,0,0,0,731,36085,881247,3527,10,0,0,0,592,87504,1132572,8123,9,0,55000.0,0.22299999,-1.0026889,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
1096,2975,5180,10552,59898,134449,371220,53143,53783,4466,14236,83286,131085,371821,36969,43332,6005,3951,16728,90780,261061,461932,51086,35572,490,50000.0,0.33399999,1.212002,3,Poor,Non_Severely_Poor,0,0,0,0,0
1097,6932,85326,131068,119988,79120,147685,63319,57762,17281,131540,97834,112043,79573,149771,50585,52573,88755,151351,156667,89934,156200,209372,28994,40327,42857.145,0.33399999,-0.52207494,3,Poor,Non_Severely_Poor,0,0,0,0,2
1098,4870,24299,55524,166802,311733,241556,23059,93757,4132,27488,80418,239711,309072,150488,18962,91329,129749,153234,200626,315716,215024,84158,40339,89954,256857.14,0.22299999,-2.2347014,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
1099,2089,44612,110475,166367,131514,127185,197084,142274,12962,120338,159099,108311,132571,187482,84508,116329,83422,216870,182674,236826,263251,95503,22613,127641,5000.0,0.55799997,-4.6536388,5,Poor,Poor,0,0,0,0,0
1100,32,8389,28212,55684,129798,205510,209668,53907,940,28504,118516,77790,246202,152594,13637,53017,30386,180265,295108,191582,70771,34451,45751,73286,40000.0,0.22299999,-0.83301181,2,Non_Poor,Non_Severely_Poor,0,0,1,0,2
1101,58872,76546,87835,82458,102719,155129,117686,9955,42480,85239,92701,101551,101190,124269,132491,11279,169921,103240,82295,119704,159780,158120,111524,17016,298000.0,0.16699999999999998,4.6308050000000005,1,Non_Poor,Non_Severely_Poor,0,1,4,4,0
1102,8908,31951,109451,75746,122204,298738,230128,44474,21823,96100,117641,106709,227177,276161,67782,8207,112959,193539,344032,271078,123812,110081,67633,5666,120000.0,0.33399999,0.51221091,3,Poor,Non_Severely_Poor,0,2,0,0,4
1103,86169,141031,232493,140631,99456,158075,48189,15556,93090,161519,208649,146879,126402,155757,15602,13702,97091,207085,265474,223645,271060,86005,29832,48608,0.0,0.50199997,0.46419409,5,Poor,Poor,0,0,0,0,6
